key	value	argument	flag	rule	note
.superpowers/sdd/2026-08-22-post-q-batch/task-9-brief.md	historical			closed-pass-path	
.superpowers/sdd/2026-08-22-post-q-batch/task-9-report.md	historical			closed-pass-path	
.superpowers/sdd/2026-08-22-post-q-batch/task-9-review.md	historical			closed-pass-path	
AGENTS.md	current			shipped-surface	
CONTEXT.md	current			shipped-surface	
README.md	current			shipped-surface	
docs/2026-08-28-proposed-adr-and-context-changes.md	superseded-by	docs/superpowers/specs/2026-09-01-canonical-vault-glossary-projection-design.md		header-superseded	
docs/2026-08-31-proposed-adr-and-context-changes.md	historical			residual	[arguable] "Date: 2026-08-31 … Status: proposal. Nothing here is adopted"; the pass closed by emitting the two sibling ADR drafts §4.1 called for. pending-issue: 97 was my first read (§3.1 "blocked on #97", §5.3 "this document is its trigger record") but this same TSV proposes issue:97 as absorbed-by §5.2, so the pointer would dangle on apply. pending-map is the live alternative — see Part B.
docs/2026-08-31-proposed-adr-software-development-component-adoption.md	sibling-project			sibling-filename	
docs/2026-08-31-proposed-adr-software-development-component-seam.md	sibling-project			sibling-filename	
docs/adr/0001-vault-outlives-its-tools.md	current			shipped-surface	
docs/adr/0002-verification-records-tell-the-truth.md	current			shipped-surface	
docs/adr/0003-deprecate-never-delete.md	current			shipped-surface	
docs/adr/0004-citekey-is-the-only-identity.md	pending-issue	116		spec-named-issue	
docs/adr/0005-better-bibtex-owns-the-bibliography-export.md	pending-issue	116		spec-named-issue	
docs/agents/domain.md	current			shipped-surface	
docs/agents/issue-tracker.md	current			shipped-surface	
docs/agents/triage-labels.md	current			shipped-surface	
docs/product-landscape/2026-08-22-adoption-plan.md	historical		should-be-scoping-review	residual	[arguable] "Decision note, 2026-08-22 … Updated as we act on it" but the cadence stopped before the 2026-08-30 rename sweep and no spec or skill cites it; §2.3–2.9 tier named third-party candidates and §2.8/§3.8 record exclusions. pending-map is the live alternative.
docs/product-landscape/2026-08-22-assembled-harness-spec.md	historical		should-be-scoping-review	residual	[clear] Line 2: "Design exploration, 2026-08-22. Not approved, not planned, nothing built from it"; README cadence "never — a dated thought experiment". Flagged: named third-party components with verified licences and an explicit exclusion list.
docs/product-landscape/2026-08-22-memoria-and-research-vault.md	historical			residual	[clear] "Analysis note, 2026-08-22" read at pinned ~/memoria-vault@5395a87d with a read/not-read list; only later commit is the rename sweep. sibling-project rejected: spec §10 measures Memoria as owning zero files here, and this is research-vault's analysis of Memoria. No flag: two-way in-house positioning, no candidate set.
docs/product-landscape/2026-08-22-product-comparison-verified.md	historical		should-be-scoping-review	residual	[clear] "Comparison note, 2026-08-22 … Four parts, all evidence"; its §19 re-run protocol was never run and spec §7.3's lanes are the functional re-run. Flagged: Part II tiers 35 named products, Part IV records what was left out.
docs/product-landscape/2026-08-22-review-findings.md	historical			residual	[clear] "Reviewed 2026-08-22 (author-directed) … Review only — nothing in the four docs was edited"; 60 confirmed findings against this repo's own four notes, so no external candidate set exists for a scoping review to replace.
docs/product-landscape/2026-08-24-history-notes-workflow-comparison.md	historical		should-be-scoping-review	residual	[clear] "Comparison note, 2026-08-24" re-verified at obsidian-history-vault@a3d22d0a, closing "Dispositions routed"; #18 harvests three adoptions from it but does not decide the document. Flagged: Part VI answers which gaps to close with what and records "Skip for now (YAGNI)" exclusions.
docs/product-landscape/2026-08-25-coding-companion-plugins-comparison.md	historical		should-be-scoping-review	residual	[arguable] A dated 2026-08-25 comparison whose "Verdict history" records three same-day passes and whose register is "recorded only, nothing implemented now"; #45 and #53 read items out of it without deciding its standing, so historical under the same test that keeps skills-layer-audit historical. Flagged: two named packs screened, with "Why not the inverse hybrid" as the recorded rejection.
docs/product-landscape/2026-08-25-plugin-layering-prior-art.md	historical		should-be-scoping-review	residual	[arguable] "Research note, 2026-08-25. Feeds the prior-art section of the audit that follows", and that audit closed; no substantive commit since. Flag restored against the group's de-flag: "has anyone publicly built this composition" plus the LSP/Terraform/Kubernetes/Unix/CI/ESLint precedent table is "what exists out there" on any honest reading.
docs/product-landscape/README.md	historical			residual	[arguable] "Four notes from one pass, 2026-08-22", never extended to the four later notes in the folder, and its self-description was found wrong on its own terms by the 2026-08-22 review with no correcting commit; its doctrine was absorbed into assembly spec §5.2. current is the live alternative — it is still the folder's front door — but nothing follows it. Not flagged: an index to the flagged notes, not itself a screen.
docs/research/2026-08-25-plugin-development-process-reconstruction.md	historical			residual	[clear] "Methods material, 2026-08-25" reconstructing a finished ten-day build from commits and issues, twice-verified at a named snapshot. Open #30 tracks the recommendations it carries but does not decide the note's standing — the same test that keeps mutate4py-defects and the OKF audit historical.
docs/research/2026-09-01-okf-conformance-audit.md	historical			residual	[clear] "Nothing here is applied; this is a review", and its header now records "Tiers 0–2 + Tier 5 landed 2026-09-02" — the plan's own Task 11 close-out. Open #103 uses its §9.5 banked draft text; that harvests content, it does not decide the audit. §9's A/A′/B/G/D are internal design alternatives, not external candidates, so no flag.
docs/research/2026-09-01-pre-spec-competitive-analysis.md	historical		should-be-scoping-review	residual	[arguable] Dated 2026-09-01; the "Superseded 2026-09-01" line at :57 is section-scoped ("All four dimensions below") and r27-completion's own header says it "Completes" this note, so no whole-document supersession exists. Flagged: a corpus scan with ADD/RECALIBRATE/DROP/CONFIRM verdicts and an unread-corpus exclusion list.
docs/research/2026-09-01-pre-spec-sourcing-screen.md	historical		should-be-scoping-review	residual	[clear] "Sourcing screen: twelve candidates against twenty-nine musts" — a dated pass/fail screen with a full candidate table, adversarial re-runs and recorded failures, cited as evidence by the writing-reqs sourcing appendix rather than deciding anything.
docs/research/2026-09-01-r27-completion.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-09-01" that closed R27, recorded closed at docs/superpowers/reqs/2026-09-01-writing-reqs.md:373. Flagged for the same reason as the competitive analysis it completes: same corpora, same survived/refuted exclusions.
docs/research/2026-09-01-requirements-artifact-prior-art.md	historical		should-be-scoping-review	residual	[clear] Says on its face "A pattern costs nothing to take, so nothing here needs a disposition"; its "Not reached" list of sources read, mirrored or skipped is the candidate-set-plus-exclusions the flag gathers.
docs/research/2026-09-04-import-sourcing.md	historical		should-be-scoping-review	residual	[clear] "An adopt-first sourcing run … Nothing here is a decision" — 43 candidates triaged from 295 discoveries with every drop recorded; assembly spec §1, §7.3 and §14 treat its catalogue as inherited evidence that was already wrong at Zotero 9.0.6 and that lane 2 re-measures.
docs/research/2026-09-04-import-terminology.md	historical		should-be-scoping-review	residual	[arguable] "Research note, 2026-09-04 … Nothing here is a decision. The tables carry no ranking and no recommendation"; #116 cites its 244 term rows as evidence without deciding it. Flag is the arguable part — four vocabularies with per-search hit counts, a gaps list and a "Sources that could not be read" section, but the candidates are terms rather than components.
docs/research/2026-09-05-compile-layout-configurability.md	historical		should-be-scoping-review	residual	[arguable] "Research note, 2026-09-05 … Nothing here is a decision. It does not rank the candidates" — a dated probe at pinned clones. Flag added against the group's de-flag: it is a two-candidate comparison (AgriciDaniel/claude-obsidian vs nvk/llm-wiki) that "lays out the options and their costs", which is the same shape as the one-candidate vale-evaluation the prior-art group flagged.
docs/research/2026-09-05-partial-adoption-mechanisms.md	historical			residual	[clear] "Nothing here is a decision. This note reports which shapes load, which shapes work, and what each costs" — measured against the Claude Code loader at 2.1.260. Not flagged, for consistency with prior-art/plugin-packaging-mechanics.md: both price loader mechanics for our own packaging rather than screening external candidates to adopt.
docs/research/2026-09-05-zotero-api-reading.md	historical			residual	[clear] Declares itself "a dated reading" and "not a maintained fact base … A reader who needs a current answer runs the probe"; the binding facts live in the import spec's §9.
docs/research/harness-audits/2026-08-28-alteration-inventory-sweep.md	historical			closed-pass-path	
docs/research/harness-audits/2026-08-30-installed-asset-disposition-survey.md	historical		should-be-scoping-review	closed-pass-path	
docs/research/harness-audits/design-drafts/README.md	historical			closed-pass-path	
docs/research/harness-audits/design-drafts/governance-quality-lens.md	historical			closed-pass-path	
docs/research/harness-audits/design-drafts/loom-vault-lens.md	historical			closed-pass-path	
docs/research/harness-audits/design-drafts/scriptorium-pipeline-lens.md	historical			closed-pass-path	
docs/research/harness-audits/dev-harness-analysis.md	historical		should-be-scoping-review	closed-pass-path	
docs/research/harness-audits/raw-component-maps/README.md	historical			closed-pass-path	
docs/research/prior-art/2026-08-23-mutate4py-defects.md	historical			residual	[clear] A dated 2026-08-23 five-defect report on pinned mutate4py 0.1.4, each defect closing with its own "Mitigation status" and a reproduction recipe. Open #67 files the drafts banked here; that harvests content, it does not decide the note. Not flagged: one adopted tool's bugs, no candidate set.
docs/research/prior-art/2026-08-24-skill-mechanization-and-verification-prior-art.md	historical		should-be-scoping-review	residual	[clear] Opens "Verdict (2026-08-24, dispositions routed): five adoptions, all polish-tier, zero new dependencies" and ends with "Dead ends / negative knowledge" — screened options plus recorded exclusions.
docs/research/prior-art/2026-08-24-summary-quality-evaluation-python.md	historical		should-be-scoping-review	residual	[clear] "Verdict (2026-08-24): No evaluator library is adopted" over two enumerated option sets (stdlib repurposing vs purpose-built libraries) — a closed evaluation with a blanket rejection.
docs/research/prior-art/2026-08-24-vale-evaluation.md	historical		should-be-scoping-review	residual	[clear] "Verdict (author-ruled 2026-08-24): declined", §3 "spelling: unusable, do not enable", and a chosen alternative (a pytest terminology guard) — a closed candidate screen with an explicit exclusion.
docs/research/prior-art/2026-08-24-zotero-fulltext-indexing.md	historical		should-be-scoping-review	residual	[clear] "Verified (2026-08-24) … Dispositions routed"; despite the "mechanism" title it screens zotero-pdf2md, zotero-mineru, zotero-docling and zotero-ocr in a comparison table with "Which gap each plugin closes".
docs/research/prior-art/2026-08-25-ai-agent-process-design-prior-art.md	historical		should-be-scoping-review	residual	[clear] "Verdict (2026-08-25, primary sources only)" rating eight practices for fit and recording exclusions by name (IETF's RFC mechanic "cited as a contrast, not a match").
docs/research/prior-art/2026-08-25-controller-orchestration-layer-prior-art.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-25" feeding a rethink-audit that closed; it screens LangGraph/LangChain, NIST/PCI maker-checker and three other angles into "five angles, three distinct outcomes" with recorded near-misses.
docs/research/prior-art/2026-08-25-nonpaper-acquisition-summary-tooling.md	historical		should-be-scoping-review	residual	[arguable] Dated 2026-08-25 with a closed "## Verdict" (keep Zotero as the admission gate, add a source-class adapter layer) and a stage/source-class matrix. #36 is still open but names no path and does not decide the note — the same test applied to #18/history-notes and #30/process-reconstruction.
docs/research/prior-art/2026-08-25-reader-reaction-report-review.md	historical		should-be-scoping-review	residual	[clear] "Verdict (updated 2026-08-26). Add no new review stage or gate" closes it; it weighs established reader-reaction methods and Grammarly against a "## Boundary and adoption decision".
docs/research/prior-art/2026-08-26-speckit-superpowers-bridge.md	historical		should-be-scoping-review	residual	[clear] Dated 2026-08-26 pinned-commit read resolving closed #57 with "Recommendation: decline Spec Kit through this bridge … and do not vendor the bridge" plus a side-by-side table.
docs/research/prior-art/2026-08-28-ask-matt-setup-superpowers-hooks-investigation.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-28" answering the fact requests scoped by closed #85 from pinned clones; its four named artifacts are screened for adoption in "Section 4 — implications for #61, #62, #72".
docs/research/prior-art/2026-08-28-glossary-generation-and-adr-triage.md	historical		should-be-scoping-review	residual	[clear] Dated 2026-08-28, committed with the proposal it fed (accepted 2026-08-30, closed #93); §1 screens glossary-generation approaches, §2 ADR-triage criteria, closing with "Dead ends / negative knowledge".
docs/research/prior-art/adoptable-skills-audit.md	historical		should-be-scoping-review	residual	[arguable] "Research note, 2026-08-16. Feeds ticket #11" (closed), auditing candidate skill repos at pinned commits with per-repo adopt verdicts; pending-map is arguable because lane 4 re-decides its content, but the register replaces its conclusions, not its standing as evidence.
docs/research/prior-art/code-quality-tools-gabadi.md	historical		should-be-scoping-review	residual	[clear] "Date: 2026-08-20" live run of three named tools ending in "Verdict: adopt targeted, not blanket"; its "## Placement in research-vault" section makes it this repo's own evidence, and the three-candidate screen with adoption ordering earns the flag.
docs/research/prior-art/ideaverse-lite-structure.md	historical			residual	[clear] "Extracted 2026-08-16" from one user-provided zip — a folder-tree measurement of a single named vault for closed #7, with no candidate set and no exclusions, so the path-based flag does not hold on content.
docs/research/prior-art/llm-wiki-integration-prior-art.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-16. Feeds ticket #11 Q8" (closed); screens Karpathy's llm-wiki, gbrain and hermes side by side with the exclusion recorded — "Adopt-as-tool vs pattern-only — verdict: pattern-only".
docs/research/prior-art/pkm-vault-schemas.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-16. Feeds wayfinder ticket #7" (closed); reads seven vault-schema families against their owning sources and records a non-verdict as an exclusion (folgezettel "formally unresolved by its own community").
docs/research/prior-art/plugin-packaging-mechanics.md	historical			residual	[clear] Dated 2026-08-16 evidence for closed #11 and #12, observed against Claude Code 2.1.220 and carrying its own re-check warning; not flagged because §4 and "Implications for #12 — real options (no decision here)" weigh packaging arrangements for our own plugin rather than screening external candidates.
docs/research/prior-art/prior-art-knowledge-work-harness.md	historical		should-be-scoping-review	residual	[arguable] "Research note, 2026-08-16. Resolves wayfinder tickets #2–#6" (closed), with "Exists and is adoptable" / "Missing — must build" lists and named dormant exclusions (ZotServer, zotero-cli); it is a proto-register, which is why pending-map is arguable, but the register supersedes its conclusions while the note stays evidence.
docs/research/prior-art/provenance-schemas.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-16. Feeds decision ticket #9" (closed); checks eight bodies of prior art at their owning sources against stated requirements and projects a minimal schema.
docs/research/prior-art/skill-inventory-gap-analysis.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-16 … No decisions here — ticket is HITL" for closed #11; diffs a candidate skill set with SERVED BY / GAP / OVERLAP tags and per-row "no — superseded" exclusions.
docs/research/prior-art/trust-gates-prior-art.md	historical		should-be-scoping-review	residual	[clear] "Research note, 2026-08-16. Feeds decision ticket #10" (closed); surveys mature prior-art systems for where each mechanical check runs and converges on what to adopt and what to fail open.
docs/research/prior-art/zotero-bridge-design-space.md	historical		should-be-scoping-review	residual	[arguable] "Research note, 2026-08-16 … Feeds decision ticket #8" (closed), live-verified against Zotero 9.0.6 + BBT 9.0.55, which §1's shelf-life rule and §7.3's "lane 2 re-measures loadability" reduce to dated evidence; pending-map is arguable because lanes 1–2 re-decide this design space, but the note is the measurement, not the pending decision.
docs/research/raw/2026-08-25-transcript-archive-manifest.md	historical			closed-pass-path	
docs/research/raw/2026-09-01-transcript-archive-mining-record.md	historical			closed-pass-path	
docs/research/raw/README.md	historical			closed-pass-path	
docs/research/raw/wide-prior-art/README.md	historical		should-be-scoping-review	closed-pass-path	
docs/research/rethink-audits/2026-08-16-spec-rethink-audit.md	historical			closed-pass-path	
docs/research/rethink-audits/2026-08-20-zero-dep-rethink.md	historical			closed-pass-path	
docs/research/rethink-audits/2026-08-21-lint-format-rethink.md	historical			closed-pass-path	
docs/research/rethink-audits/2026-08-25-coding-companion-plugin-layering-rethink-audit.md	historical			closed-pass-path	
docs/research/rethink-audits/2026-08-25-controller-protocol-rethink-audit.md	historical			closed-pass-path	
docs/research/rethink-audits/2026-08-25-development-process-rethink-audit.md	historical			closed-pass-path	
docs/research/rethink-audits/2026-08-28-glossary-and-adr-triage-rethink-audit.md	historical			closed-pass-path	
docs/research/validation-slice/2026-08-22-case-study-question-bank.md	current			residual	[arguable] Not a closed pass but a standing queue — "This bank is the queue behind it; the author selects, nothing here is scheduled" — that two open issues act on today: #34 instructs "add vault-bound products to the case-study question bank" and #35 audits it. What follows it: the 2026-08-28 summary-fidelity selection came out of this bank and #34 writes into it.
docs/research/validation-slice/2026-08-22-no-fabrication-audit.md	historical			residual	[clear] "Run 2026-08-22 … READ-ONLY audit — nothing was changed; every fix routes through the normal plan chain"; its trust-core defects were remediated by the post-Q batch, which merged 112/112.
docs/research/validation-slice/2026-08-22-red-phase-baseline.md	historical			residual	[clear] A dated results file — "Date: 2026-08-22 … 15/16 agents completed", 12/12 COMPLIED, verdict "THE DEDUP UNBLOCKS" against a pre-agreed contract.
docs/research/validation-slice/2026-08-22-red-phase-design.md	historical			residual	[clear] The pre-registered interpretation contract for an experiment that did run; its own "Status: designed, not run" line is stale against the baseline file, which records the completed run and the verdict. The stale Status line is out of scope for this pass per §10.
docs/research/validation-slice/2026-08-22-references-cross-read.md	historical			residual	[clear] "Date: 2026-08-22. Full adversarial method (4 lenses … 15 agents, 0 errors). 11 findings confirmed"; its three-class author triage was absorbed into the post-Q batch plan, which merged.
docs/research/validation-slice/2026-08-22-seed-classification-ledger.md	historical		should-be-scoping-review	residual	[arguable] Self-declares as evidence — "2026-08-22 — per-URL evidence for the 166-item seed admission … Verdict: 163 KEEP / 3 PRUNE". Flag added against the group: a 166-item screening log with per-row provenance and PRUNE exclusions is the repo's closest existing analogue to a PRISMA screening record, which is exactly what #117/#119 specify.
docs/research/validation-slice/2026-08-22-skills-layer-audit.md	historical		should-be-scoping-review	residual	[arguable] "Date: 2026-08-22. Commit audited: 308dd01, clean tree … Report only — nothing applied", and §5 records the author's ruling on every finding. Demoted from pending-issue: 45 for consistency: #45 reads items out of it "without duplicating its canonical record", i.e. it treats this file as a fixed record; the same test keeps #30, #67, #103 and #53 from creating pending-issue rows. Flagged: §6's GitHub-API pool of seven skill repos and §7's 82 on-disk skills across four corpora, with adoptions, deferrals-with-triggers and rejections.
docs/research/validation-slice/2026-08-22-slice-findings.md	pending-issue	41		residual	[arguable] The live findings log of a plan that never ran: Plan S's Global Constraints name this exact path as where "every point of friction, every skill that under-delivers, every drill result" goes, and open #41 is "Run the revised Plan S validation slice". Running #41 changes what this document contains, which is the test that separates it from the closed audits beside it.
docs/research/validation-slice/2026-08-24-boundary-sha-walk.md	historical			residual	[clear] "Independent reviewer, read-only pass, 2026-08-24" measured at pinned SHAs (32acfe2 vs origin/main 0ea7fc7); its closing section resolves five of six prior items as closed by named commits and the branch has merged.
docs/research/validation-slice/2026-08-24-concern-disposition-sweep.md	historical			residual	[clear] "Independent reviewer, read-only pass, 2026-08-24"; its A1–A3 were filed as #19, #20 and #21 and recommendation 6 is now standing practice in the harness instructions. #19 cites it as the origin of a concern, which harvests rather than decides.
docs/research/validation-slice/2026-08-24-post-q-batch-review.md	historical			residual	[clear] "Independent reviewer, read-only pass, 2026-08-24" over a plan and SDD ledger at pinned SHAs, closing with "§7 Status at commit time"; the batch it reviewed merged.
docs/research/validation-slice/2026-08-25-controller-protocol-material.md	historical			residual	[clear] "Raw material, 2026-08-25, not design", banked from a session transcript, and its own "## Disposition" says "Nothing here is binding". Not flagged: it preserves an improvised protocol, it screens nothing — the prior-art note that does screen LangGraph et al. carries the flag instead.
docs/research/validation-slice/2026-08-25-post-merge-boundary-review.md	historical			residual	[clear] "Independent reviewer, read-only pass, 2026-08-25, over d9b3acf..4b9f427 on main", stating in its first paragraph that it gated nothing and is "a boundary review of a landed range".
docs/research/validation-slice/2026-08-25-pre-slice-batch-method-retrospective.md	historical			residual	[clear] "Written at Task 21's close, 2026-08-25", scoped to "what the method produced, not what the tasks did", for a batch that finished and merged.
docs/superpowers/plans/2026-08-22-plan-s-validation-slice.md	pending-issue	41	should-be-scoping-review	residual	[clear] Corrected from pending-issue: 33. Open #41 is "Run `docs/superpowers/plans/2026-08-22-plan-s-validation-slice.md` with the author" — it names this plan by path and its resolution is to execute it. #33 owns the sequence, not the document; the plan's own line 14 says so ("the map governs" on sequencing). 1/21 boxes ticked (20 unticked, 1 ticked). Flagged: its friction→adoption table names lane 4's candidates (K-Dense, MedSci) with one recorded exclusion.
docs/superpowers/plans/2026-08-22-post-q-batch.md	historical			residual	[clear] Executed and closed: 112 of 112 boxes ticked, commit a5edc02 "tick Task 21 — batch complete, 112/112 boxes, acceptance sweep clean".
docs/superpowers/plans/2026-08-22-slice-decision-rules.md	historical			residual	[arguable] The document closes itself — "The registry CLOSES when Phase 2 starts" — and Phase 2's question was selected 2026-08-28, so it is a pre-registration that closed to amendment and never reached the judgment step. No checkboxes either way.
docs/superpowers/plans/2026-08-24-plan-w-quality-tail.md	pending-issue	42		residual	[clear] Corrected from pending-map. Open #42 is "Execute `docs/superpowers/plans/2026-08-24-plan-w-quality-tail.md` through Task 25 on main" — it names the plan by path and owns its execution, and pending-issue outranks pending-map in §10's precedence. 0/24 steps run (pyproject still pins mutate4py==0.1.4, no scripts/mutmut_shims/, all 25 sidecars intact).
docs/superpowers/plans/2026-09-01-canonical-vault-glossary-projection.md	historical			residual	[clear] It executed despite 0/5 boxes ticked: commit fdd6fa1 covers all five steps' declared file list — CONTEXT.md, research_vault/scaffold.py, research_vault/templates/context.md, the deleted templates/vault/system/glossary.md, and both test files. Open #94 is the CONTEXT.md-side rule, not this plan.
docs/superpowers/plans/2026-09-02-okf-conformance.md	historical			residual	[clear] It executed and merged despite 0/54 boxes ticked: research_vault/structure.py and stamp.py exist, #101 is closed, and Task 11's close-out line landed verbatim in the audit's header. Tier 4 / A′ / B were ruled out of scope by the plan itself (line 22), so the unlanded remainder is #70's, not this plan's.
docs/superpowers/plans/2026-09-05-status-marking-pass.md	current			residual	[clear] The plan of the pass now in flight — its Tasks 1–6 are the commit run a76874e…aa2b63c in this worktree, it produced disposition-proposal.tsv, and it binds the proposal this row sits in. What follows it today: this session.
docs/superpowers/reqs/2026-09-01-writing-reqs-sourcing.md	sibling-project		should-be-scoping-review	residual	[arguable] "Appendix to `docs/superpowers/reqs/2026-09-01-writing-reqs.md`", inheriting that document's self-declared software-development home. Flagged: a twelve-candidate screen with per-candidate verdicts and exclusions, all suspended pending a re-run — and the re-run is declared to be the sourcing skill's first real use.
